[2025-07-18 08:29:30] ETHBTCUSDT (linear) - 4.7x, цена: 0.030, Объем: 6,770,840 USD
[2025-07-18 08:22:14] CFXUSDT (linear) - 8.8x, цена: 0.112, Объем: 2,397,029 USD
[2025-07-18 08:16:43] B3USDT (linear) - 3.2x, цена: 0.003, Объем: 15,129,600 USD
[2025-07-18 08:16:42] ALUUSDT (linear) - 3.1x, цена: 0.010, Объем: 27,300,386 USD
[2025-07-18 08:11:20] PIPPINUSDT (linear) - 4.1x, цена: 0.020, Объем: 7,405,967 USD
[2025-07-18 08:11:19] MNTUSDT (linear) - 7.6x, цена: 0.847, Объем: 1,027,424 USD
[2025-07-18 08:11:19] ETHBTCUSDT (linear) - 3.5x, цена: 0.030, Объем: 5,060,200 USD
[2025-07-18 08:11:18] CFXUSDT (linear) - 5.4x, цена: 0.111, Объем: 1,486,887 USD
[2025-07-18 08:04:16] GUNUSDT (linear) - 3.4x, цена: 0.036, Объем: 2,032,713 USD
[2025-07-18 07:59:33] ETHBTCUSDT (linear) - 4.5x, цена: 0.030, Объем: 6,535,160 USD
[2025-07-18 07:59:32] CFXUSDT (linear) - 5.0x, цена: 0.109, Объем: 1,361,674 USD
[2025-07-18 07:59:32] B3USDT (linear) - 11.1x, цена: 0.003, Объем: 52,377,100 USD
[2025-07-18 07:53:32] STOUSDT (linear) - 24.1x, цена: 0.089, Объем: 3,671,233 USD
[2025-07-18 07:47:30] ETHBTCUSDT (linear) - 5.6x, цена: 0.030, Объем: 8,090,990 USD
[2025-07-18 07:47:30] CROSSUSDT (linear) - 3.7x, цена: 0.437, Объем: 11,844,725 USD
[2025-07-18 07:47:28] CELRUSDT (linear) - 3.7x, цена: 0.009, Объем: 1,833,842 USD
[2025-07-18 07:47:18] ALUUSDT (linear) - 3.2x, цена: 0.009, Объем: 28,120,822 USD
[2025-07-18 07:47:17] AIXBTUSDT (linear) - 3.6x, цена: 0.177, Объем: 5,442,170 USD
[2025-07-18 07:40:52] GRTUSDT (linear) - 3.3x, цена: 0.109, Объем: 3,313,678 USD
[2025-07-18 07:28:22] OBTUSDT (linear) - 6.0x, цена: 0.007, Объем: 5,571,010 USD
[2025-07-18 07:28:22] NEIROETHUSDT (linear) - 3.9x, цена: 0.120, Объем: 5,762,896 USD
[2025-07-18 07:28:21] HOOKUSDT (linear) - 4.4x, цена: 0.128, Объем: 1,250,399 USD
[2025-07-18 07:28:21] FLRUSDT (linear) - 5.0x, цена: 0.021, Объем: 14,055,170 USD
[2025-07-18 07:22:45] SIGNUSDT (linear) - 5.9x, цена: 0.076, Объем: 1,857,300 USD
[2025-07-18 07:22:44] PIPPINUSDT (linear) - 4.8x, цена: 0.019, Объем: 8,600,676 USD
[2025-07-18 07:22:44] MNTUSDT (linear) - 9.0x, цена: 0.825, Объем: 1,220,881 USD
[2025-07-18 07:22:43] HOMEUSDT (linear) - 3.7x, цена: 0.024, Объем: 4,044,810 USD
[2025-07-18 07:17:33] KAIAUSDT (linear) - 3.5x, цена: 0.167, Объем: 4,348,704 USD
[2025-07-18 07:17:32] IOTAUSDT (linear) - 4.1x, цена: 0.247, Объем: 1,466,592 USD
[2025-07-18 07:17:32] ALGOUSDT (linear) - 4.1x, цена: 0.320, Объем: 11,782,406 USD
[2025-07-18 07:17:31] AINUSDT (linear) - 4.8x, цена: 0.147, Объем: 4,245,750 USD
[2025-07-18 07:11:05] SIGNUSDT (linear) - 5.1x, цена: 0.076, Объем: 1,587,960 USD
[2025-07-18 07:11:04] SHIB1000USDT (linear) - 3.0x, цена: 0.015, Объем: 135,961,260 USD
[2025-07-18 07:11:04] OBTUSDT (linear) - 6.3x, цена: 0.007, Объем: 5,832,620 USD
[2025-07-18 07:11:03] LAUNCHCOINUSDT (linear) - 4.1x, цена: 0.126, Объем: 9,564,043 USD
[2025-07-18 07:11:03] CELRUSDT (linear) - 5.0x, цена: 0.009, Объем: 2,463,236 USD
[2025-07-18 07:11:02] ANKRUSDT (linear) - 3.4x, цена: 0.018, Объем: 1,582,489 USD
[2025-07-18 07:02:45] NEIROETHUSDT (linear) - 5.6x, цена: 0.129, Объем: 8,237,600 USD
[2025-07-18 07:02:44] CELRUSDT (linear) - 6.5x, цена: 0.009, Объем: 3,202,440 USD
[2025-07-18 07:02:44] AVLUSDT (linear) - 9.3x, цена: 0.152, Объем: 1,047,205 USD
[2025-07-18 06:56:48] SHIB1000USDT (linear) - 3.1x, цена: 0.015, Объем: 137,642,540 USD
[2025-07-18 06:56:47] MOCAUSDT (linear) - 3.6x, цена: 0.084, Объем: 2,342,293 USD
[2025-07-18 06:56:46] FLMUSDT (linear) - 3.0x, цена: 0.031, Объем: 1,025,084 USD
[2025-07-18 06:50:43] OBTUSDT (linear) - 20.3x, цена: 0.007, Объем: 18,865,370 USD
[2025-07-18 06:44:46] SHIB1000USDT (linear) - 3.6x, цена: 0.015, Объем: 163,162,650 USD
[2025-07-18 06:44:45] GIGAUSDT (linear) - 5.1x, цена: 0.021, Объем: 18,591,440 USD
[2025-07-18 06:44:45] CROSSUSDT (linear) - 3.4x, цена: 0.407, Объем: 11,063,146 USD
[2025-07-18 06:38:46] KAIAUSDT (linear) - 4.0x, цена: 0.171, Объем: 5,023,340 USD
[2025-07-18 06:38:46] DGBUSDT (linear) - 3.3x, цена: 0.009, Объем: 2,034,690 USD
[2025-07-18 06:38:45] 1000BTTUSDT (linear) - 3.1x, цена: 0.001, Объем: 23,062,600 USD
[2025-07-18 06:32:57] DOGEUSDT (linear) - 3.9x, цена: 0.231, Объем: 186,996,255 USD
[2025-07-18 06:32:57] ALUUSDT (linear) - 3.1x, цена: 0.009, Объем: 27,805,885 USD
[2025-07-18 06:32:56] ALGOUSDT (linear) - 4.0x, цена: 0.324, Объем: 11,345,209 USD
[2025-07-18 06:32:56] ADAUSDT (linear) - 3.5x, цена: 0.855, Объем: 21,660,673 USD
[2025-07-18 06:32:55] 1000BTTUSDT (linear) - 4.0x, цена: 0.001, Объем: 30,210,700 USD
[2025-07-18 06:26:52] SNTUSDT (linear) - 3.0x, цена: 0.032, Объем: 3,123,070 USD
[2025-07-18 06:26:51] SHIB1000USDT (linear) - 7.2x, цена: 0.015, Объем: 322,920,640 USD
[2025-07-18 06:26:48] MILKUSDT (linear) - 6.5x, цена: 0.052, Объем: 1,239,123 USD
[2025-07-18 06:26:48] KAIAUSDT (linear) - 4.6x, цена: 0.173, Объем: 5,739,098 USD
[2025-07-18 06:26:47] FLRUSDT (linear) - 3.5x, цена: 0.021, Объем: 9,884,950 USD
[2025-07-18 06:26:47] FIDAUSDT (linear) - 3.0x, цена: 0.094, Объем: 1,092,701 USD
[2025-07-18 06:26:46] CFXUSDT (linear) - 3.7x, цена: 0.111, Объем: 1,023,795 USD
[2025-07-18 06:26:46] 1000PEPEPERP (linear) - 8.2x, цена: 0.014, Объем: 3,839,200 USD
[2025-07-18 06:19:13] 1000PEPEPERP (linear) - 3.4x, цена: 0.014, Объем: 1,594,100 USD
[2025-07-18 06:19:12] 10000LADYSUSDT (linear) - 3.1x, цена: 0.000, Объем: 109,513,100 USD
[2025-07-18 06:14:21] SNTUSDT (linear) - 4.2x, цена: 0.032, Объем: 4,362,810 USD
[2025-07-18 06:14:17] SIGNUSDT (linear) - 3.3x, цена: 0.075, Объем: 1,042,400 USD
[2025-07-18 06:14:17] RFCUSDT (linear) - 4.4x, цена: 0.006, Объем: 13,863,629 USD
[2025-07-18 06:14:16] ONDOUSDT (linear) - 3.3x, цена: 1.076, Объем: 5,275,205 USD
[2025-07-18 06:14:16] KAIAUSDT (linear) - 3.8x, цена: 0.173, Объем: 4,749,412 USD
[2025-07-18 06:14:16] CFXUSDT (linear) - 9.9x, цена: 0.110, Объем: 2,695,996 USD
[2025-07-18 06:14:15] 1000BTTUSDT (linear) - 3.3x, цена: 0.001, Объем: 24,795,800 USD
[2025-07-18 06:07:14] JOEUSDT (linear) - 60.2x, цена: 0.181, Объем: 1,628,878 USD
[2025-07-18 06:07:13] IOTAUSDT (linear) - 3.6x, цена: 0.255, Объем: 1,298,016 USD
[2025-07-18 06:02:27] HBARUSDT (linear) - 4.1x, цена: 0.299, Объем: 32,567,947 USD
[2025-07-18 05:56:31] KAIAUSDT (linear) - 3.1x, цена: 0.170, Объем: 3,825,286 USD
[2025-07-18 05:56:31] FUELUSDT (linear) - 6.6x, цена: 0.008, Объем: 4,784,940 USD
[2025-07-18 05:56:30] CFXUSDT (linear) - 10.6x, цена: 0.109, Объем: 2,902,934 USD
[2025-07-18 05:56:29] CELRUSDT (linear) - 6.0x, цена: 0.009, Объем: 2,969,921 USD
[2025-07-18 05:43:33] ROAMUSDT (linear) - 13.9x, цена: 0.099, Объем: 1,535,302 USD
[2025-07-18 05:43:32] PIPPINUSDT (linear) - 4.0x, цена: 0.019, Объем: 7,097,548 USD
[2025-07-18 05:43:32] MANAUSDT (linear) - 6.6x, цена: 0.334, Объем: 1,046,661 USD
[2025-07-18 05:43:31] IOTAUSDT (linear) - 3.4x, цена: 0.249, Объем: 1,215,920 USD
[2025-07-18 05:43:31] IOSTUSDT (linear) - 6.4x, цена: 0.004, Объем: 14,536,506 USD
[2025-07-18 05:43:31] CFXUSDT (linear) - 5.7x, цена: 0.107, Объем: 1,551,738 USD
[2025-07-18 05:36:18] OBTUSDT (linear) - 7.9x, цена: 0.007, Объем: 7,377,620 USD
[2025-07-18 05:36:17] DGBUSDT (linear) - 6.0x, цена: 0.009, Объем: 3,718,790 USD
[2025-07-18 05:29:50] REXUSDT (linear) - 4.3x, цена: 0.018, Объем: 5,095,540 USD
[2025-07-18 05:29:49] PIPPINUSDT (linear) - 3.7x, цена: 0.019, Объем: 6,709,662 USD
[2025-07-18 05:29:48] CFXUSDT (linear) - 3.9x, цена: 0.104, Объем: 1,053,825 USD
[2025-07-18 05:23:37] SAHARAUSDT (linear) - 3.0x, цена: 0.084, Объем: 6,745,504 USD
[2025-07-18 05:23:37] NEWTUSDT (linear) - 6.9x, цена: 0.326, Объем: 1,154,667 USD
[2025-07-18 05:23:36] KNCUSDT (linear) - 20.5x, цена: 0.447, Объем: 3,436,825 USD
[2025-07-18 05:23:36] FUELUSDT (linear) - 3.5x, цена: 0.008, Объем: 2,569,220 USD
[2025-07-18 05:17:38] KNCUSDT (linear) - 35.6x, цена: 0.471, Объем: 5,983,637 USD
[2025-07-18 05:17:35] IOTAUSDT (linear) - 3.5x, цена: 0.241, Объем: 1,261,866 USD
[2025-07-18 05:17:34] HYPERUSDT (linear) - 3.0x, цена: 0.370, Объем: 3,437,660 USD
[2025-07-18 05:17:34] FUELUSDT (linear) - 15.5x, цена: 0.008, Объем: 11,251,620 USD
[2025-07-18 05:17:33] FLRUSDT (linear) - 3.0x, цена: 0.021, Объем: 8,491,900 USD
[2025-07-18 05:17:33] DGBUSDT (linear) - 3.3x, цена: 0.009, Объем: 2,070,540 USD
[2025-07-18 05:17:32] ALTUSDT (linear) - 3.0x, цена: 0.035, Объем: 6,543,680 USD
[2025-07-18 05:10:32] SAHARAUSDT (linear) - 3.7x, цена: 0.082, Объем: 8,371,997 USD
[2025-07-18 05:10:31] RESOLVUSDT (linear) - 6.2x, цена: 0.151, Объем: 3,330,828 USD
[2025-07-18 05:10:30] QIUSDT (linear) - 6.3x, цена: 0.007, Объем: 1,772,730 USD
[2025-07-18 05:10:30] MEWUSDT (linear) - 3.1x, цена: 0.004, Объем: 365,996,700 USD
[2025-07-18 05:10:29] BLASTUSDT (linear) - 3.2x, цена: 0.003, Объем: 162,097,970 USD
[2025-07-18 05:04:50] SNTUSDT (linear) - 12.0x, цена: 0.033, Объем: 12,336,600 USD
[2025-07-18 05:04:49] SANDUSDT (linear) - 3.9x, цена: 0.326, Объем: 2,191,583 USD
[2025-07-18 05:04:49] PIPPINUSDT (linear) - 4.7x, цена: 0.019, Объем: 8,341,224 USD
[2025-07-18 05:04:49] PHAUSDT (linear) - 32.7x, цена: 0.114, Объем: 3,810,067 USD
[2025-07-18 04:59:20] SNTUSDT (linear) - 3.6x, цена: 0.033, Объем: 3,715,380 USD
[2025-07-18 04:59:20] PIPPINUSDT (linear) - 6.1x, цена: 0.019, Объем: 10,869,828 USD
[2025-07-18 04:59:19] PHAUSDT (linear) - 16.6x, цена: 0.112, Объем: 1,928,028 USD
[2025-07-18 04:59:19] MOBILEUSDT (linear) - 3.6x, цена: 0.000, Объем: 75,601,500 USD
[2025-07-18 04:52:26] QIUSDT (linear) - 4.9x, цена: 0.007, Объем: 1,384,810 USD
[2025-07-18 04:46:17] MOBILEUSDT (linear) - 6.2x, цена: 0.000, Объем: 129,197,300 USD
[2025-07-18 04:46:16] DGBUSDT (linear) - 3.6x, цена: 0.009, Объем: 2,260,710 USD
[2025-07-18 04:31:45] IOTAUSDT (linear) - 3.8x, цена: 0.245, Объем: 1,374,260 USD
[2025-07-18 04:31:34] ALPHAUSDT (linear) - 3.3x, цена: 0.016, Объем: 3,407,727 USD
[2025-07-18 04:20:16] SANDUSDT (linear) - 3.2x, цена: 0.328, Объем: 1,785,154 USD
[2025-07-18 04:00:54] PIPPINUSDT (linear) - 3.4x, цена: 0.019, Объем: 6,057,001 USD
[2025-07-18 04:00:54] HBARUSDT (linear) - 3.4x, цена: 0.281, Объем: 27,490,020 USD
[2025-07-18 03:53:50] IOTAUSDT (linear) - 5.9x, цена: 0.245, Объем: 2,148,564 USD
[2025-07-18 03:30:18] IOTAUSDT (linear) - 3.0x, цена: 0.244, Объем: 1,101,897 USD
[2025-07-18 03:30:17] HBARUSDT (linear) - 4.0x, цена: 0.279, Объем: 32,319,797 USD
[2025-07-18 03:15:23] LAUNCHCOINUSDT (linear) - 4.2x, цена: 0.129, Объем: 9,885,549 USD
[2025-07-18 03:15:22] IOTAUSDT (linear) - 3.0x, цена: 0.243, Объем: 1,090,513 USD
[2025-07-18 03:15:22] HBARUSDT (linear) - 3.1x, цена: 0.277, Объем: 25,156,464 USD
[2025-07-18 03:15:22] CROUSDT (linear) - 3.1x, цена: 0.117, Объем: 1,722,966 USD
[2025-07-18 03:15:21] 1000PEPEPERP (linear) - 4.2x, цена: 0.013, Объем: 1,958,700 USD
[2025-07-18 03:10:00] SNTUSDT (linear) - 3.9x, цена: 0.032, Объем: 3,978,500 USD
[2025-07-18 03:10:00] FLOCKUSDT (linear) - 3.8x, цена: 0.212, Объем: 1,904,476 USD
[2025-07-18 03:04:04] ALCHUSDT (linear) - 4.7x, цена: 0.137, Объем: 1,404,763 USD
[2025-07-18 03:04:03] 1000000PEIPEIUSDT (linear) - 3.8x, цена: 0.049, Объем: 1,369,856 USD
[2025-07-18 02:57:09] PEOPLEUSDT (linear) - 4.2x, цена: 0.022, Объем: 49,451,018 USD
[2025-07-18 02:57:09] FLRUSDT (linear) - 3.6x, цена: 0.020, Объем: 9,978,520 USD
[2025-07-18 02:49:32] RSRUSDT (linear) - 3.7x, цена: 0.010, Объем: 26,432,170 USD
[2025-07-18 02:49:32] NOTPERP (linear) - 8.7x, цена: 0.002, Объем: 4,756,000 USD
[2025-07-18 02:49:31] LAUNCHCOINUSDT (linear) - 5.3x, цена: 0.133, Объем: 12,499,852 USD
[2025-07-18 02:45:07] HBARUSDT (linear) - 3.6x, цена: 0.265, Объем: 28,412,938 USD
[2025-07-18 02:45:06] FLRUSDT (linear) - 3.9x, цена: 0.021, Объем: 10,966,840 USD
[2025-07-18 02:45:06] CROUSDT (linear) - 3.6x, цена: 0.115, Объем: 1,978,803 USD
[2025-07-18 02:45:06] 10000LADYSUSDT (linear) - 5.1x, цена: 0.000, Объем: 181,628,100 USD
[2025-07-18 02:41:12] BANANAS31USDT (linear) - 6.5x, цена: 0.007, Объем: 119,321,800 USD
